15 Minutes,Lane 1 Flow (Veh/15 Minutes)
1/10/2006 00:00,34
1/10/2006 00:15,41
1/10/2006 00:30,33
1/10/2006 00:45,30
1/10/2006 01:00,30
1/10/2006 01:15,17
1/10/2006 01:30,21
1/10/2006 01:45,9
1/10/2006 02:00,17
1/10/2006 02:15,10
1/10/2006 02:30,10
1/10/2006 02:45,6
1/10/2006 03:00,10
1/10/2006 03:15,12
1/10/2006 03:30,5
1/10/2006 03:45,10
1/10/2006 04:00,13
1/10/2006 04:15,7
1/10/2006 04:30,6
1/10/2006 04:45,3
1/10/2006 05:00,7
1/10/2006 05:15,7
1/10/2006 05:30,8
1/10/2006 05:45,13
1/10/2006 06:00,12
1/10/2006 06:15,18
1/10/2006 06:30,21
1/10/2006 06:45,27
1/10/2006 07:00,23
1/10/2006 07:15,30
1/10/2006 07:30,24
1/10/2006 07:45,39
1/10/2006 08:00,35
1/10/2006 08:15,51
1/10/2006 08:30,56
1/10/2006 08:45,65
1/10/2006 09:00,64
1/10/2006 09:15,87
1/10/2006 09:30,102
1/10/2006 09:45,85
1/10/2006 10:00,88
1/10/2006 10:15,123
1/10/2006 10:30,86
1/10/2006 10:45,119
1/10/2006 11:00,96
1/10/2006 11:15,114
1/10/2006 11:30,106
1/10/2006 11:45,114
1/10/2006 12:00,106
1/10/2006 12:15,122
1/10/2006 12:30,129
1/10/2006 12:45,112
1/10/2006 13:00,113
1/10/2006 13:15,109
1/10/2006 13:30,122
1/10/2006 13:45,127
1/10/2006 14:00,133
1/10/2006 14:15,115
1/10/2006 14:30,119
1/10/2006 14:45,104
1/10/2006 15:00,137
1/10/2006 15:15,122
1/10/2006 15:30,103
1/10/2006 15:45,122
1/10/2006 16:00,129
1/10/2006 16:15,90
1/10/2006 16:30,113
1/10/2006 16:45,113
1/10/2006 17:00,123
1/10/2006 17:15,120
1/10/2006 17:30,116
1/10/2006 17:45,98
1/10/2006 18:00,103
1/10/2006 18:15,118
1/10/2006 18:30,75
1/10/2006 18:45,100
1/10/2006 19:00,72
1/10/2006 19:15,66
1/10/2006 19:30,70
1/10/2006 19:45,61
1/10/2006 20:00,46
1/10/2006 20:15,52
1/10/2006 20:30,49
1/10/2006 20:45,68
